Karel Váòa,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,42,2,3,1,,NEPRAVDA,30
Miroslav Váňa,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,43,2,4,0,,NEPRAVDA,30
Dung Nguyen Tien,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,44,2,4,0,,NEPRAVDA,30
David Ottomansky,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,45,2,4,0,,NEPRAVDA,30
Sam Boscq,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,46,2,4,0,,NEPRAVDA,30
David Štěpánek,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,47,2,4,0,,NEPRAVDA,30
Jakub Petřík,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,48,2,4,0,,NEPRAVDA,30
Tomáš Schebelle,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,49,2,4,0,,NEPRAVDA,30
Václav Peltan,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,50,2,4,0,,NEPRAVDA,30
Vratislav Drábek,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,51,2,4,0,,NEPRAVDA,20
Dominik Hakl,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,52,2,4,0,,NEPRAVDA,20
Ervin Kuč,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,53,1,4,1,,NEPRAVDA,20
Filip Mraz,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,54,1,3,1,,NEPRAVDA,20
Tomas Vojik,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,55,1,4,1,,NEPRAVDA,20
Václav Hrdlička,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,56,1,4,1,,NEPRAVDA,20
Tomáš Fridrich,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,57,1,5,0,,NEPRAVDA,20
Vasik Hrdlička jr,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,58,1,5,0,,NEPRAVDA,20
Matěj Lank,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,59,1,5,0,,NEPRAVDA,20
Ladislav Sedlacek,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,60,0,2,0,,NEPRAVDA,20
Lukáš Holer,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,61,0,6,0,,NEPRAVDA,10
Tomáš Hanousek,,Grail 2,https://www.mtgtop8.com/event?e=76853&f=EDH,62,0,2,0,,NEPRAVDA,10
